,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,1w_chg_pct,1m_chg_pct,1y_chg_pct,max_drawdown,ticker,fax,address2,headSymbol,underlyingExchangeSymbol,underlyingSymbol,uuid,ratecode,ratecode2,USD-USD,CNY-USD,TWD-USD,HKD-USD,EUR-USD,rate,rate2
83,2000,Technology,8179.0,"Atlassian Corporation Plc, through its subsidiaries, designs, develops, licenses, and maintains various software products worldwide. Its products include JIRA, a workflow management system for teams to plan, track, collaborate, and manage work, and projects; Jira Service Management, a service desk product for creating and managing service experiences for various service team providers, including IT, legal, and HR teams; Jira Align for enterprise agile planning; Opsgenie, an incident management tool that centralizes alerts and notifies right people at right time; and Statuspage for incident communication. The company also provides Confluence, a remote-friendly team workspace used to build, organize, and collaborate on work virtually for team content creation and sharing; and Trello, a collaboration product, that manages projects, organizes tasks, and builds team spirit for capturing and adding structure to fluid, fast-forming work for teams. In addition, it offers Bitbucket for code sharing and management; and various other products, such as Atlassian cloud apps, Bamboo, Crowd, Crucible, Fisheye, Halp, Sourcetree, and Statuspage. Atlassian Corporation Plc was founded in 2002 and is headquartered in Sydney, Australia.",Sydney,61 2 9262 1443,NSW,Australia,[],https://www.atlassian.com,1.0,341 George Street,Software—Application,-0.0050700004,-0.27731,0.83524,837465984,0.302,-0.016210001,-13187000.0,200.0,buy,1754821000.0,72637128,300.0,228.24,,1.189,-0.00818,20.0,334.35,434.123,-2.01706,550.0,1281017984.0,1315219968.0,2602579968.0,5.039,USD,10.307,1.09,1.9,NMS,Atlassian Corporation,Atlassian Corporation Plc,America/New_York,EDT,False,-14400000,EQUITY,TEAM,finmb_253891410,us_market,,20.459,,-4037.863,,,1.45,,140420000.0,,,,1.643,3361956.0,0.013300001,,1625011200.0,0.89983004,-721734016.0,-3.494,,,138.91663,0.00556,1688083200.0,,1648684800.0,1.85,1655251200.0,143646398.0,1.005108,53247303680.0,2.0,,,,,,,,22.165743,1657843200.0,6.06,,157.40689,,0.0239,4545682.0,,,,238.99,231.94,252.88126,,0,,233.61,,1498110.0,238.99,246.0482,,231.94,,1498110.0,,,,,,,225.3,USD,,1327059.0,,,,57688117248.0,,,1720818.0,225.3,228.27,800.0,1327059.0,483.13,,,159.54,227.3,False,,900.0,233.61,,228.24,,https://logo.clearbit.com/atlassian.com,8.38121917574568,-3.049865233041349,-41.92070865886749,-50.18007922193466,TEAM ,,Level 6,,,,732798a2-92cc-3223-94a1-3db3a2ab3480,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
84,10018,Technology,3200.0,"Datadog, Inc. provides monitoring and analytics platform for developers, information technology operations teams, and business users in the cloud in North America and internationally. The company's SaaS platform integrates and automates infrastructure monitoring, application performance monitoring, log management, and security monitoring to provide real-time observability of its customers technology stack. Its platform also provides user experience monitoring, network performance monitoring, cloud security, developer-focused observability, and incident management, as well as a range of shared features, such as dashboards, analytics, collaboration tools, and alerting capabilities. The company was incorporated in 2010 and is headquartered in New York, New York.",New York,866 329 4466,NY,United States,[],https://www.datadoghq.com,1.0,620 8th Avenue,Software—Application,0.021979999,0.0017299999,0.78069,382283008,0.828,0.00343,26226000.0,89.35,buy,794884000.0,338123136,147.5,88.06,,3.329,0.00114,20.0,148.02,72.387,0.0021,223.0,1671009024.0,808454976.0,1193265024.0,5.304,USD,3.838,3.233,1.9,NMS,"Datadog, Inc.","Datadog, Inc.",America/New_York,EDT,False,-14400000,EQUITY,DDOG,finmb_134521275,us_market,,26.207,,1192.419,,,-0.06,,257196992.0,,,,3.07,9262271.0,0.0294,,1640908800.0,0.79750997,2061000.0,-0.144,,,28.684038,0.09944,1703980800.0,,1648684800.0,1.88,1655251200.0,243398179.0,1.20441,31272368128.0,2.0,,,,,,,,23.026007,1657843200.0,2.52,,-1467.6666,,0.0336,12538476.0,,,,93.66,90.82,120.24663,,0,,90.9,,3301810.0,93.66,100.861,,90.82,,3301810.0,,,,,,,87.33,USD,,3011019.0,,,,27476127744.0,,,4313778.0,87.33,88.11,900.0,3011019.0,199.675,,,81.12,87.71,False,,1000.0,90.9,,88.06,,https://logo.clearbit.com/datadoghq.com,-0.8109948531234146,-7.906300952557244,-38.02956103010674,-55.19943088504393,DDOG ,,45th Floor,,,,085d3cdc-4322-3ea5-9645-762cfc47ec54,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
85,95113,Technology,7155.0,"Zoom Video Communications, Inc. provides unified communications platform in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. The company offers Zoom Meetings that offers HD video, voice, chat, and content sharing through mobile devices, desktops, laptops, telephones, and conference room systems; Zoom Phone, an enterprise cloud phone system; and Zoom Chat enables users to share messages, images, audio files, and content in desktop, laptop, tablet, and mobile devices. It also provides Zoom Rooms, a software-based conference room system; Zoom Hardware-as-a-Service allows users to access video communication technology from third party equipment; Zoom Conference Room Connector, a gateway for SIP/H.323 endpoints to join Zoom meetings; Zoom Events, which enables users to manage and host internal and external virtual events; OnZoom, a prosumer-focused virtual event platform and marketplace for Zoom users to create, host, and monetize online events; and Zoom Webinars to provide video presentations to large audiences from many devices. In addition, the company offers Zoom Developer Platform that enables developers, platform integrators, service providers, and customers to build apps and integrations using Zoom's video-based communications solutions, as well as integrate Zoom's technology into their products and services; Zoom App Marketplace, which helps developers to publish their apps, as well as third-party integrations of Zoom; and Zoom Contact Center, an omnichannel contact center solution. It serves individuals; and education, entertainment/media, enterprise infrastructure, finance, government, healthcare, manufacturing, non-profit/not for profit and social impact, retail/consumer products, and software/Internet industries. The company was formerly known as Zoom Communications, Inc. and changed its name to Zoom Video Communications, Inc. in May 2012. The company was incorporated in 2011 and is headquartered in San Jose, California.",San Jose,888 799 9666,CA,United States,[],https://www.zoom.us,1.0,55 Almaden Boulevard,Software—Application,0.27127,0.29918,0.7507,1598114944,0.123,0.25875,1144049024.0,90.0,buy,3045310000.0,1513508480,128.0,76.59,-0.502,3.629,0.09852,27.0,152.02,1.701,0.24885,571.91,5726279168.0,101188000.0,4217426944.0,19.191,USD,14.168,3.433,2.4,NMS,"Zoom Video Communications, Inc.","Zoom Video Communications, Inc.",America/New_York,EDT,False,-14400000,EQUITY,ZM,finmb_223236753,us_market,,6.014,,22.171,,,4.09,,242240000.0,,,,13.152,10318117.0,0.0346,,1643587200.0,0.61452997,1261314048.0,2.252,,,5.8234487,0.12382,1706659200.0,,1651276800.0,2.03,1655251200.0,218716951.0,-0.604963,25364434944.0,2.0,,,,,,,-0.5,5.411697,1657843200.0,2.1,,18.72616,,0.041100003,10289168.0,,,,78.35,75.64,113.80105,,0,,78.3298,,3410690.0,78.35,88.5914,,75.64,,3410690.0,,,,,,,75.36,USD,34.009766,4445781.0,,,,22823436288.0,,,4591517.0,75.36,76.59,800.0,4445781.0,291.31,,,71.69,76.3,False,,800.0,78.3298,,76.59,,https://logo.clearbit.com/zoom.us,4.076641050809959,-5.467786335134206,-70.11355226077424,-73.18840742280305,ZM ,,6th Floor,,,,70f73ee5-133f-39c2-b135-16067fabfd87,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
86,10020,Communication Services,5590.0,"Sirius XM Holdings Inc. provides satellite radio services on a subscription fee basis in the United States. It broadcasts music, sports, entertainment, comedy, talk, news, traffic, and weather channels, including various music genres, such as rock, pop and hip-hop, country, dance, jazz, Latin, and classical; live play-by-play sports from various leagues and colleges; various talk and entertainment channels for a range of audiences; national, international, and financial news; and limited run channels. The company also provides streaming service that includes a range of music and non-music channels, and podcasts, as well as channels that are not available on its satellite radio service; and offers applications to allow consumers to access its streaming service on smartphones, tablets, computers, home devices, and other consumer electronic equipment, as well as connected vehicle services. In addition, it distributes satellite radios through automakers and retailers, as well as its website. Further, the company provides location-based services through two-way wireless connectivity, including safety, security, convenience, remote vehicles diagnostic, maintenance and data, and stolen or parked vehicle locator services. Additionally, it offers satellite television services, which offer music channels on the DISH Network satellite television service as a programming package; Travel Link, a suite of data services that include graphical weather, fuel prices, sports schedule and scores, and movie listings; and real-time traffic and weather services. The company was incorporated in 2013 and is headquartered in New York, New York. Sirius XM Holdings Inc. is a subsidiary of Liberty Media Corporation.",New York,212 584 5100,NY,United States,[],https://www.siriusxm.com,1.0,1221 Avenue of the Americas,Entertainment,0.28725,0.14161,0.50521,1958000000,0.044,0.22670999,2561999872.0,5.75,buy,4403000000.0,1326499968,7.5,5.87,-0.3,0.393,0.11772,15.0,7.22,,,8.2,126000000.0,10247999488.0,8919000064.0,0.032,USD,2.243,0.273,2.5,NMS,Sirius XM Holdings Inc.,Sirius XM Holdings Inc.,America/New_York,EDT,True,-14400000,EQUITY,SIRI,finmb_94238,us_market,,4.052,,14.104,,,0.31,,3999490048.0,,,,-0.634,194233995.0,0.0493,,1640908800.0,0.12066,1263000064.0,0.013,,,,0.82982004,1703980800.0,,1656547200.0,11.45,1655251200.0,688459234.0,0.935717,36135391232.0,2.0,,,,,,,-0.326,2.6322465,1657843200.0,2.55,,18.935484,,0.2754,197391745.0,,,,5.93,5.9,6.2592,0.009443508,0.2598,,5.92,,14389390.0,5.93,6.226,0.056,5.9,,14389390.0,,,0.09,1659571200,,,5.85,USD,451.53845,17133006.0,,,,23477006336.0,,,15038035.0,5.85,5.94,3200.0,17133006.0,6.88,,0.86,5.69,5.87,False,0.013200001,41800.0,5.92,,5.87,,https://logo.clearbit.com/siriusxm.com,2.802098885169757,-5.016180443210116,-6.677266754230848,-14.431490214099185,SIRI ,,35th Floor,,,,5707d3f1-51a8-370a-8ac5-c7a3d09f7c02,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
87,95125,Consumer Cyclical,10800.0,"eBay Inc. operates marketplace platforms that connect buyers and sellers in the United States and internationally. The company's Marketplace platform includes its online marketplace at ebay.com and the eBay suite of mobile apps. Its platforms enable users to list, buy, sell, and pay for items through various online, mobile, and offline channels that include retailers, distributors, liquidators, import and export companies, auctioneers, catalog and mail-order companies, directories, search engines, commerce participants, shopping channels, and networks. The company was founded in 1995 and is headquartered in San Jose, California.",San Jose,408 376 7108,CA,United States,[],https://www.ebayinc.com,1.0,2025 Hamilton Avenue,Internet Retail,0.31778,1.13259,0.73376,2228000000,-0.059,0.27043,3262000128.0,36.0,hold,7770000000.0,2714874880,55.0,37.55,,1.475,0.08319,27.0,56.24,127.02,-0.3058,90.0,5573000192.0,8960000000.0,10264999936.0,9.955,USD,16.333,1.262,2.6,NMS,eBay Inc.,eBay Inc.,America/New_York,EDT,True,-14400000,EQUITY,EBAY,finmb_27862,us_market,,2.982,,9.384,,,4.57,,626003968.0,,,,5.536,20729871.0,0.037,,1640908800.0,0.91824996,-1655000064.0,4.123,,,6.782876,0.00871,1703980800.0,,1648684800.0,2.84,1655251200.0,558061837.0,1.182205,30612123648.0,2.0,,1437350400,2376:1000,,,,,2.2899609,1657843200.0,1.42,,8.21663,,0.037100002,22777225.0,,,,38.89,38.51,50.68345,0.016970946,,,38.58,,6309730.0,38.89,43.9004,0.66,38.51,,6309730.0,,,0.88,1653955200,,,37.42,USD,9.107446,6731561.0,,,,23506448384.0,,,5375282.0,37.42,37.5,900.0,6731561.0,81.19,,,36.18,37.4,False,0.0183,800.0,38.58,,37.55,,https://logo.clearbit.com/ebayinc.com,2.0103174033198057,-15.920288030998641,-49.37306166365447,-53.40612862218752,EBAY ,,,,,,6cf6bfa4-6efa-3ac5-bd50-e46cbdb24cb5,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
88,200051,Consumer Cyclical,9762.0,"Pinduoduo Inc., through its subsidiaries, operates an e-commerce platform in the People's Republic of China. It operates Pinduoduo, a mobile platform that offers a range of products, including apparel, shoes, bags, mother and childcare products, food and beverages, fresh produce, electronic appliances, furniture and household goods, cosmetics and other personal care items, sports and fitness items, and auto accessories. The company was formerly known as Walnut Street Group Holding Limited and changed its name to Pinduoduo Inc. in July 2018. Pinduoduo Inc. was incorporated in 2015 and is headquartered in Shanghai, the People's Republic of China.",Shanghai,86 21 5266 1300,,China,[],https://www.pinduoduo.com,1.0,No. 533 Loushanguan Road,Internet Retail,0.15594,0.13888,0.70566005,23439462400,0.073,0.13809,14904468480.0,44.98,buy,62231846000.0,15772446720,69.97,63.56,,1.885,0.051209997,34.0,71.32,19.476,0.19097,137.94,95220858880.0,14928998400.0,95576530944.0,75.621,CNY,76.066,1.282,1.8,NMS,Pinduoduo Inc.,Pinduoduo Inc.,America/New_York,EDT,False,-14400000,EQUITY,PDD,finmb_572577901,us_market,,-0.194,,-1.247,,,0.84,,1253289984.0,,,,48.58,18346489.0,0.0145000005,,1640908800.0,0.23306,13273536512.0,-0.933,,,1.3083574,0.00174,1703980800.0,,1648684800.0,1.72,1655251200.0,536021718.0,0.960521,-18579290112.0,2.0,,,,,,,,0.83345896,1657843200.0,27.57,,75.66667,,,20245776.0,,,,65.26,63.99,52.6842,,0,,64.3301,,7387000.0,65.26,59.2182,,63.99,,7387000.0,,,,,,,62.58,USD,,4843415.0,,,,79659114496.0,,,10990114.0,62.58,63.06,1400.0,4843415.0,104.3,,,23.21,63.02,False,,1100.0,64.3301,,63.56,,https://logo.clearbit.com/pinduoduo.com,1.5659947484213843,-7.089609748851188,-33.059501404788925,-36.844195390735834,PDD ,,28th Floor Changning District,,,,feece1ce-41c4-3db9-b5ba-eb6db2cd7cd7,CNY-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,0.1405777782201767,1.0
89,94043,Communication Services,174014.0,"Alphabet Inc. provides various products and platforms in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment offers products and services, including ads, Android, Chrome, hardware, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. It is also involved in the sale of apps and in-app purchases and digital content in the Google Play store; and Fitbit wearable devices, Google Nest home products, Pixel phones, and other devices, as well as in the provision of YouTube non-advertising services. The Google Cloud segment offers infrastructure, platform, and other services; Google Workspace that include cloud-based collaboration tools for enterprises, such as Gmail, Docs, Drive, Calendar, and Meet; and other services for enterprise customers. The Other Bets segment sells health technology and internet services. The company was founded in 1998 and is headquartered in Mountain View, California.",Mountain View,650 253 0000,CA,United States,[],https://www.abc.xyz,1.0,1600 Amphitheatre Parkway,Internet Content & Information,0.34834,0.25892,0.56744,95001001984,0.126,0.29648,96886996992.0,132.0,strong_buy,146698000000.0,51070373888,150.0,99.57,-0.113,2.809,0.14927,10.0,148.95,11.28,0.29216,164.5,124997001216.0,28810000384.0,278139011072.0,9.583,USD,21.03,2.642,1.5,NMS,Alphabet Inc.,Alphabet Inc.,America/New_York,EDT,False,-14400000,EQUITY,GOOG,finmb_29096,us_market,,5.124,,14.711,,,94.63,,317737984.0,,,,342.743,29976420.0,0.0023,,1640908800.0,0.66217005,72016003072.0,75.04,,,0.2905092,0.00039,1703980800.0,,1656547200.0,0.94,1655251200.0,10989961320.0,1.099616,1425265131520.0,2.0,,1430092800,10000000:10000000,,,,-0.136,0.23760384,1657843200.0,1.62,,1.0522033,,,37524200.0,,,,102.24,100.65,122.163216,,0,,101.42,,22673450.0,102.24,110.046,,100.65,,22673450.0,,,,,,,99.21,USD,1.3268923,24249910.0,,,,66086899712.0,,,24255982.0,99.21,99.43,800.0,24249910.0,152.1,,,96.03,99.52,False,,900.0,101.42,,99.57,,https://logo.clearbit.com/abc.xyz,3.5569403168702163,-9.875093528791679,-28.462376534273748,-33.932280131397974,GOOG ,,,,,,ee8cce8c-2475-31c0-8436-ecdf889cbfbd,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
90,95134,Technology,3153.0,"Zscaler, Inc. operates as a cloud security company worldwide. The company provides Zscaler Internet Access solution that provides users, servers, operational technology, Internet of Things device secure access to externally managed applications, including software-as-a-service (SaaS) applications and Internet destinations; and Zscaler Private Access solution, which is designed to provide access to managed applications hosted internally in data centers, and private or public clouds. It also offers Zscaler Digital Experience that measures end-to-end user experience across business applications, as well as provides an easy to understand digital experience score for each user, application, and location within an enterprise. In addition, the company provides workload segmentation solutions comprising Zscaler Cloud Security Posture Management that identifies and remediates application misconfigurations in SaaS, infrastructure as a service, and platform as a service to reduce risk and ensure compliance with industry and organizational benchmarks; and Zscaler Cloud Workload Segmentation, which is designed to secure application-to-application communications inside public clouds and data centers to stop lateral threat movement, as well as prevents application compromise and reduces the risk of data breaches. Its platform modules include Zscaler Central Authority, Zscaler Enforcement Node, and Zscaler Log Servers. It serves customers in airlines and transportation, conglomerates, consumer goods and retail, financial services, healthcare, manufacturing, media and communications, public sector and education, technology, and telecommunications services industries. The company was formerly known as SafeChannel, Inc., and changed its name to Zscaler, Inc. in August 2008. Zscaler, Inc. was incorporated in 2007 and is headquartered in San Jose, California.",San Jose,408 533 0288,CA,United States,[],https://www.zscaler.com,1.0,120 Holger Way,Software—Infrastructure,-0.29224002,-0.38522,0.77542996,263510000,0.626,-0.32104,-283465984.0,148.25,buy,524019000.0,425368000,200.0,170.09,,2.243,-0.08486,30.0,217.01,189.099,-0.71876997,500.0,1657874048.0,1005206016.0,969961024.0,11.686,USD,6.941,2.117,1.8,NMS,"Zscaler, Inc.","Zscaler, Inc.",America/New_York,EDT,False,-14400000,EQUITY,ZS,finmb_58838228,us_market,,22.006,,-75.298,,,0.61,,140052992.0,,,,3.7,5722826.0,0.0403,,1627689600.0,0.46467,-373648992.0,-1.445,,,45.97027,0.40702,1690761600.0,,1651276800.0,2.62,1655251200.0,84221045.0,1.089977,21344561152.0,2.0,,,,,,,,24.564438,1657843200.0,4.33,,278.83606,,0.0679,6628692.0,,,,182.92,178.0,199.0858,,0,,179.745,,1801920.0,182.92,167.5826,,178.0,,1801920.0,,,,,,,169.83,USD,,2530739.0,,,,23826546688.0,,,2285298.0,169.83,169.47,1200.0,2530739.0,376.11,,,125.12,169.55,False,,1000.0,179.745,,170.09,,https://logo.clearbit.com/zscaler.com,3.479954608884084,15.151302286091074,-36.97569539775753,-53.87765147217648,ZS ,,,,,,8a6b178d-3af0-35a9-b274-4ca31921d5e2,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
91,15317,Technology,5200.0,"ANSYS, Inc. develops and markets engineering simulation software and services worldwide. It offers ANSYS Workbench, a framework upon which its multiphysics engineering simulation technologies are built and enables engineers to simulate the interactions between structures, heat transfer, fluids, electronics, and optical elements in a unified engineering simulation environment; high-performance computing product suite; power analysis and optimization software suite that manages the power budget, power delivery integrity, and power-induced noise in an electronic design; and structural analysis product suite that provides simulation tools for product design and optimization. The company also provides electronics product suite that offers field simulation software for designing electronic and electromechanical products; SCADE product suite, a solution for embedded software simulation, code production, and automated certification; fluids product suite that enables modeling of fluid flow and other related physical phenomena; Ansys Granta products to give access to material intelligence; photonic design and simulation tools; and optical sensor and closed-loop, and real-time simulation, as well as safety-certified embedded software solutions. In addition, the company provides Discovery product family for use in the simulation of product design; and academic product suite used in research and teaching settings, which allows students to become familiar with its simulation software. It serves engineers, designers, researchers, and students in the aerospace and defense, automotive transportation and mobility, construction, consumer products, energy, healthcare, high-tech, industrial equipment, materials and chemical processing, and sports industries. The company was founded in 1970 and is headquartered in Canonsburg, Pennsylvania.",Canonsburg,844 462 6797,PA,United States,[],https://www.ansys.com,1.0,2600 ANSYS Drive,Software—Application,0.3348,0.23023,0.89962995,589310976,0.17,0.2795,659086016.0,219.0,buy,1709493000.0,476885504,312.0,218.3,-0.012,2.285,0.057940003,16.0,312.0,20.398,0.10694,420.0,657764992.0,890177024.0,1968566016.0,7.561,USD,22.581,2.174,2.5,NMS,"ANSYS, Inc.","ANSYS, Inc.",America/New_York,EDT,True,-14400000,EQUITY,ANSS,finmb_24893,us_market,,12.447,,37.175,,,7.68,,87253000.0,,,,47.335,1691139.0,0.0194,,1640908800.0,0.96061,453216992.0,4.97,,,4.6118097,0.00403,1703980800.0,,1648684800.0,3.17,1655251200.0,86725670.0,1.265219,24501784576.0,2.0,,1181001600,2:1,,,,-0.019,9.675738,1657843200.0,2.83,,28.42448,,0.0219,1414653.0,,,,232.23,227.15,284.98956,,0,,227.44,,767260.0,232.23,255.21,,227.15,,767260.0,,,,,,,216.8,USD,43.923542,626791.0,,,,19047329792.0,,,482745.0,216.8,227.88,900.0,626791.0,413.89,,,216.74,212.1,False,,900.0,227.44,,218.3,,https://logo.clearbit.com/ansys.com,-1.5336012373866392,-12.599591897501893,-37.39783533564742,-46.914060015627626,ANSS ,724 514 9494,,,,,751c4a0c-cc21-3335-8d5e-46c0d38471bd,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
92,85281,Healthcare,22540.0,"Align Technology, Inc., a medical device company, designs, manufactures, and markets Invisalign clear aligners and iTero intraoral scanners and services for orthodontists and general practitioner dentists, and restorative and aesthetic dentistry. It operates in two segments, Clear Aligner; and Scanners and Services. The Clear Aligner segment consists of comprehensive products, including Invisalign comprehensive treatment that addresses the orthodontic needs of teenage patients, such as mandibular advancement, compliance indicators, and compensation for tooth eruption; and Invisalign First Phase I and Invisalign First Comprehensive Phase 2 package for younger patients generally between the ages of seven and ten years, which is a mixture of primary/baby and permanent teeth. This segment's non-comprehensive products comprise Invisalign moderate, lite and express packages, and Invisalign go; and non-case products include retention products, Invisalign training fees, and sales of ancillary products, such as cleaning material, and adjusting tools used by dental professionals during the course of treatment. The Scanners and Services segment offers iTero scanner, a single hardware platform with software options for restorative or orthodontic procedures; restorative software for general practitioner dentists, prosthodontists, periodontists, and oral surgeons; and software for orthodontists for digital records storage, orthodontic diagnosis, and for the fabrication of printed models and retainers. This segment also provides computer-aided design and computer-aided manufacturing services; ancillary products, such as disposable sleeves for the wand; iTero model and dies; third party scanners and digital scans; Invisalign outcome simulator, a chair-side and cloud-based application for the iTero scanner; Invisalign progress assessment tool; and TimeLapse technology, which allows doctors or practitioners to compare a patient's historic 3D scans to the present-day scan. The company sells its products in the United States, Switzerland, China, and internationally. Align Technology, Inc. was incorporated in 1997 and is headquartered in Tempe, Arizona.",Tempe,408 470 1000,AZ,United States,[],https://www.aligntech.com,1.0,410 North Scottsdale Road,Medical Devices,0.24683,0.15515,0.72600996,785395968,-0.041,0.21764,984784000.0,235.0,buy,2935355000.0,173021248,375.0,211.58,-0.427,1.317,0.09686,11.0,375.64,2.732,0.17728001,700.0,899638976.0,98332000.0,3989776896.0,11.476,USD,50.697,1.015,2.1,NMS,"Align Technology, Inc.","Align Technology, Inc.",America/New_York,EDT,False,-14400000,EQUITY,ALGN,finmb_24568,us_market,,5.32,,21.553,,,12.57,,78853104.0,,,,42.957,2715699.0,0.0345,,1640908800.0,0.88746,619027968.0,5.763,,,4.9253902,0.06269,1703980800.0,,1656547200.0,2.54,1655251200.0,73859065.0,1.768412,21225336832.0,2.0,,,,,,,-0.435,4.1816225,1657843200.0,0.72,,16.83214,,0.0347,2260378.0,,,,222.36,217.46,356.9943,,0,,220.09,,1039270.0,222.36,253.319,,217.46,,1039270.0,,,,,,,210.42,USD,36.713516,779545.0,,,,16683740160.0,,,848668.0,210.42,211.8,1000.0,779545.0,713.33,,,204.32,207.51,False,,900.0,220.09,,211.58,,https://logo.clearbit.com/aligntech.com,2.1582739643329907,-15.347683538310097,-68.01076330537576,-70.24275041221178,ALGN ,408 470 1010,Suite 1300,,,,9e9b4176-3211-32f0-9c92-47cd8723fc54,USD-USD,USD-USD,1,0.1405777782201767,0.03170677646994591,0.12739016115665436,0.9789045453071594,1.0,1.0
